row,id,product,section,serial,slug,canonical_path,title,primary_keyword,body_chars,body_sha256,old_baseline_verdict,new_verdict,preliminary_verdict,issue_codes,user_role,search_situation,real_question,quick_answer,natural_tone,actionable_next_step,batch,gemini_reason,gemini_evidence
193,ASTRO-EXPANSION-50D-0034,astro,astro,astrology-0034,astrology-0034,/articles/astrology/astrology-0034,月亮天秤星座是什麼？情緒、安全感與互動節奏怎麼看,月亮天秤星座,925,84decbd4894187a7a8bc2875ea2b66c09ea6adc85371e28b567105b4a7e1b1e3,BASELINE_ONLY_NOT_EVIDENCE,BLOCKED,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY,正在用 Pantheon 公開文章整理生活問題的一般讀者,搜尋「月亮天秤星座」時，想快速找到和自己狀況相關的整理方式。,我現在卡住的是哪一層，讀完後下一步可以先確認什麼？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_039,內文出現嚴重的字詞重複錯誤（全篇皆為「月亮月亮天秤」），且充斥大量空泛的套用句型，已影響基本閱讀體驗，必須阻擋。,"[{""code"":""GENERATION_ERROR"",""evidence"":""月亮月亮天秤常被用來整理協調、互惠、需要關係中的公平。""},{""code"":""GENERATION_ERROR"",""evidence"":""查月亮月亮天秤的人，可能正在處理一段互動、工作安排或自我理解。""}]"
194,EXPANSION-50D-FORTUNE-0034,fortune,fortune,fortune-0034,fortune-0034,/articles/fortune/fortune-0034,天干是什麼？八字十天干、五行與性質怎麼看,天干是什麼,873,ab1cbbcc374b61ed8512d5ec3db5b95d2a8635d4b972260712cd7b2b2a9b8312,BASELINE_ONLY_NOT_EVIDENCE,BLOCKED,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY|TEMPLATE_STRUCTURE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「天干是什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_039,出現明顯的變數替換錯誤，將「甲乙丙丁戊己庚辛壬癸與五行表層」當作一個固有名詞生硬套用至所有段落，語意完全不通順。,"[{""code"":""GENERATION_ERROR"",""evidence"":""天干是八字閱讀中常被用來說明甲乙丙丁戊己庚辛壬癸與五行表層的概念。""},{""code"":""GENERATION_ERROR"",""evidence"":""看看甲乙丙丁戊己庚辛壬癸與五行表層究竟是穩定存在，還是被某次壓力放大。""}]"
195,MBTI-BRANCH-ENFP-AC,fortune,personality,personality-0034,personality-0034,/articles/personality/personality-0034,ENFP-AC 是什麼？自主探索與冷靜取捨的節奏,ENFP-AC,1278,6a360cfa8c4ed5d1d2fab9bb88516e0fc95bef01aa61d36b0bd91990f953642c,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,TEMPLATE_STRUCTURE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「ENFP-AC」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_039,段落骨架與前述 MBTI 文章如出一轍，屬於高度重複的模板寫作，必須大幅改寫以跳脫公式化的文字產出，增加真人口吻。,"[{""code"":""TEMPLATE_SMELL"",""evidence"":""ENFP-AC 這項 64 分支人格結果來自個人自評，回答會受到當下角色、題目理解與近期經驗影響""},{""code"":""TEMPLATE_SMELL"",""evidence"":""若 ENFP-AC 的某個反應只在特定主管、關係或高負荷週期出現，環境條件可能比類型更有解釋力。""}]"
196,TAROT-WANDS-02,tarot,tarot,tarot-0034,tarot-0034,/articles/tarot/tarot-0034,權杖二意思：正位、逆位、感情與工作怎麼看,權杖二,1496,5f013ae92fcd25f675108bef491e82f3dcaced0e69d8010a97f2d6d84c70ac64,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,TEMPLATE_STRUCTURE,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「權杖二」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_040,文章明顯為模板自動生成，長片語被機械式地重複填入各段落中，導致語句極度不自然，必須全面重寫。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""內文大量且生硬地重複插入固定字串，例如「選擇、計劃和等待出手」、「關係未定、距離感與未來規劃」等。""},{""code"":""EMPTY_PARAGRAPH"",""evidence"":""段落僅是套用骨架模板填入變數（如『若把[變數]放進感情』），缺乏針對該牌真實情境的有機論述與真人口吻。""}]"
197,ASTRO-EXPANSION-50D-0035,astro,astro,astrology-0035,astrology-0035,/articles/astrology/astrology-0035,月亮天蠍星座是什麼？情緒、安全感與互動節奏怎麼看,月亮天蠍星座,928,37d7da53ae1910c9b97a035304335974dd2fb5ac1a1b3620bb4bb22631889917,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY,正在用 Pantheon 公開文章整理生活問題的一般讀者,搜尋「月亮天蠍星座」時，想快速找到和自己狀況相關的整理方式。,我現在卡住的是哪一層，讀完後下一步可以先確認什麼？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_040,主關鍵詞生成錯誤貫穿全篇，且部分段落存在標點漏失與模板痕跡，影響閱讀體驗，建議直接重新改寫。,"[{""code"":""KEYWORD_ERROR"",""evidence"":""文章中出現大量「月亮月亮天蠍」的重複字眼，顯示生成時變數帶入有明顯瑕疵。""},{""code"":""PUNCTUATION_ERROR"",""evidence"":""部分句子缺乏標點符號導致語意黏合，例如「...換取確定感更穩閱讀月亮月亮天蠍時...」。""}]"
198,EXPANSION-50D-FORTUNE-0035,fortune,fortune,fortune-0035,fortune-0035,/articles/fortune/fortune-0035,地支是什麼？八字十二地支、時序與互動怎麼看,地支是什麼,881,b899c10032c2c33840617128fe7f300cb78099165852cd890abe0e254a7ea0a3,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY|TEMPLATE_STRUCTURE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「地支是什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_040,為帶入概念，將過長且不自然的字串強行塞入模板中，導致語意邏輯與口吻完全崩壞，無法透過微調修復。,"[{""code"":""UNNATURAL_KEYWORD"",""evidence"":""將極長的字串「子丑寅卯辰巳午未申酉戌亥與時間脈絡」直接當作名詞塞入句子中，語法與閱讀節奏極度怪異。""},{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""使用固定的句型骨架去承接極度冗長且不合語境的替換詞，如「如果你看到[變數]的描述...」，缺乏真實感。""}]"
199,MBTI-BRANCH-ENFP-OH,fortune,personality,personality-0035,personality-0035,/articles/personality/personality-0035,ENFP-OH 是什麼？敏銳熱情如何回應人群變化,ENFP-OH,1276,4fd8447f33b663926c0bb5c829eb6343b3c33d951a1936954517959a5cb4be4b,BASELINE_ONLY_NOT_EVIDENCE,HUMAN_LIGHT_EDIT,HUMAN_LIGHT_EDIT,TEMPLATE_STRUCTURE|LOW_SCENARIO_DENSITY,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「ENFP-OH」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_040,情境舉例寫得相對具體且有生活感（如簡報皺眉等），整體架構可讀性高。僅需人類編輯針對部分生硬的語句進行微調。,"[{""code"":""MINOR_AWKWARDNESS"",""evidence"":""部分句型稍顯生硬，例如「針對 ENFP-OH 觀察資訊有沒有更清楚」，代入時缺少適當的過渡詞潤飾。""},{""code"":""TEMPLATE_FEEL"",""evidence"":""免責聲明與段落收尾（例如「ENFP-OH 不能代表什麼？」）仍帶有部分公式化的結構感。""}]"
200,TAROT-WANDS-04,tarot,tarot,tarot-0035,tarot-0035,/articles/tarot/tarot-0035,權杖四意思：正位、逆位、感情與工作怎麼看,權杖四,1486,d8910b1d934da27b2860d694b567f61aa1effa50e33b34a1c147ff83c993d444,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,TEMPLATE_STRUCTURE,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「權杖四」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_040,嚴重的模板化生成痕跡，長字串被生硬地帶入固定句型，造成嚴重的閱讀中斷感，需由 AI 重新生成。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""全篇機械式地重複插入「穩定、慶祝和關係落地」、「團隊成果、里程碑與工作氛圍」等長字串。""},{""code"":""ROBOTIC_TONE"",""evidence"":""語句構成如「先確認[變數]是正在發生」，完全失去真人書寫的流暢度與句型變化。""}]"
201,ASTRO-EXPANSION-50D-0036,astro,astro,astrology-0036,astrology-0036,/articles/astrology/astrology-0036,月亮射手星座是什麼？情緒、安全感與互動節奏怎麼看,月亮射手星座,929,23b1d89bca1eb6a6cfe57bef8837be123d7160fb57c4807ae588b136af4d2e78,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY,正在用 Pantheon 公開文章整理生活問題的一般讀者,搜尋「月亮射手星座」時，想快速找到和自己狀況相關的整理方式。,我現在卡住的是哪一層，讀完後下一步可以先確認什麼？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_041,嚴重的關鍵字替換錯誤與濃厚的模板生成痕跡，導致文章不自然且缺乏實質內容，需要全面重寫。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""通篇出現「月亮月亮射手」的關鍵字替換錯誤，且段落結構如「場景一...」、「讀完月亮月亮射手後比較穩的收尾方式」高度重複，顯為生硬模板。""},{""code"":""EMPTY_PARAGRAPHS"",""evidence"":""各段落多用抽象的套路句式填充，缺乏針對射手座具體的內容深度與實際解析。""}]"
202,EXPANSION-50D-FORTUNE-0036,fortune,fortune,fortune-0036,fortune-0036,/articles/fortune/fortune-0036,四柱八字是什麼？年柱、月柱、日柱、時柱怎麼讀,四柱是什麼,887,9cc94ac4cbeca34cc1a1983c00088c07fbb8777361b7b889c09b452f88f1d936,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY|TEMPLATE_STRUCTURE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「四柱是什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_041,未能回答讀者的核心問題，且行文過度抽象、模板化，無法滿足搜尋意圖，必須重寫。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""文章大量重複使用「年柱、月柱、日柱、時柱與出生資料層次」這樣生硬的冗長詞彙，讀起來完全是機器生成的模板文。""},{""code"":""SEARCH_INTENT_LAG"",""evidence"":""讀者搜尋意圖是想了解四柱各代表什麼，但文章通篇在講抽象的「觀察誰在表達」、「不要脫離全局」，沒有提供四柱的具體知識。""}]"
203,MBTI-BRANCH-ENFP-OC,fortune,personality,personality-0036,personality-0036,/articles/personality/personality-0036,ENFP-OC 是什麼？高反應創意與冷靜定錨的平衡,ENFP-OC,1291,0eec24a4765d47d559263f154f06de4da705db72905b2fdb3340dd299202b8d1,BASELINE_ONLY_NOT_EVIDENCE,HUMAN_LIGHT_EDIT,HUMAN_LIGHT_EDIT,TEMPLATE_STRUCTURE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「ENFP-OC」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_041,整體情境描述與概念解釋尚可，但部分段落仍帶有模板語氣，需要人工潤飾使其更口語自然。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""雖然情境相對具體，但「ENFP-OC 不能代表什麼？」等段落標題與收尾仍有固定的模板骨架感。""},{""code"":""ROBOTIC_TONE"",""evidence"":""部分語句如「針對 ENFP-OC 觀察資訊有沒有更清楚」讀起來稍微生硬，不夠貼近真人口吻。""}]"
204,TAROT-WANDS-06,tarot,tarot,tarot-0036,tarot-0036,/articles/tarot/tarot-0036,權杖六意思：正位、逆位、感情與工作怎麼看,權杖六,1492,01d60f40e7c31ff5c8d17365c3cd8ca29e76f1624ad65b66290f8acb618c4bb8,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,TEMPLATE_STRUCTURE,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「權杖六」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_041,關鍵字套用過於生硬，且段落結構重複、內容空泛，無法提供具體有用的牌義指導，建議重寫。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""感情與工作段落中，直接把「被重視、關係曝光與期待被肯定」等長串關鍵字硬塞入句子中（如「整理『...』讓你看見的互動」），非常生硬。""},{""code"":""REPETITIVE_SKELETON"",""evidence"":""正位、逆位、感情、工作的段落內容重複度極高，皆以同一套抽象邏輯抽換關鍵字，缺乏對塔羅牌義的具體實境解釋。""}]"
205,ASTRO-EXPANSION-50D-0037,astro,astro,astrology-0037,astrology-0037,/articles/astrology/astrology-0037,月亮摩羯星座是什麼？情緒、安全感與互動節奏怎麼看,月亮摩羯星座,930,e1c36d8312c83ca90b1400f804891f360d44848a54212931a05d5108b6cae186,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY,正在用 Pantheon 公開文章整理生活問題的一般讀者,搜尋「月亮摩羯星座」時，想快速找到和自己狀況相關的整理方式。,我現在卡住的是哪一層，讀完後下一步可以先確認什麼？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_041,與 article-01 相同，存在明顯的程式產出錯誤（月亮月亮），且內容空泛無物，必須重新生成。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""通篇出現「月亮月亮摩羯」的關鍵字替換錯誤，且文章結構與其他星座文章完全共用同一個死板的模板骨架。""},{""code"":""EMPTY_PARAGRAPHS"",""evidence"":""內容只是將變數換成摩羯座的關鍵字，如「承擔、規劃、需要可靠」，未對月亮摩羯的特質進行深入且具體的探討。""}]"
206,EXPANSION-50D-FORTUNE-0037,fortune,fortune,fortune-0037,fortune-0037,/articles/fortune/fortune-0037,月令是什麼？八字判讀中的季節與核心條件,月令是什麼,863,4ee299b383eede5737d3a6e0abafa1fefd89b7a753ddbee75a9a3ea5b4106b2f,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY|TEMPLATE_STRUCTURE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「月令是什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_042,文章明顯是套用固定骨架生成的，關鍵字組未經消化即被當成變數四處貼上，導致段落空泛且機器感重，無法有效解決讀者疑惑，需要全面重寫。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""文章高度依賴模板句型，將「月份、季節、旺衰與環境條件」當作固定變數，在不同段落中生硬地重複填入。""},{""code"":""UNNATURAL_TONE"",""evidence"":""諸如「焦點會從月份、季節、旺衰與環境條件轉成不同的行為線索」的句子讀起來極不自然，缺乏真人撰寫的口吻。""}]"
207,MBTI-64-ENTJ-AH,personality,mbti,personality-0037,personality-0037,/articles/personality/personality-0037,ENTJ-AH 是什麼？掌控感、事業推進與關係壓力怎麼看,ENTJ-AH 是什麼,1201,5c68120c7af98950fd75c4d8915d8151479da401335b5b5c74f72da4eb3c20b9,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「ENTJ-AH 是什麼」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_042,本文存在明顯的模板替換痕跡，且有句子重複與詞組強行植入的問題，缺乏流暢的論述脈絡，建議交由 Gemini 重新改寫以符合真人口吻。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""將標題關鍵字「掌控感、事業推進與關係壓力」當作單一詞組變數，生硬嵌入句中（如：把「掌控感、事業推進與關係壓力」拆成...）。""},{""code"":""CONTENT_DUPLICATION"",""evidence"":""第一段內出現完全重複的句子「ENTJ-AH 的分支焦點也要回到具體情境。」顯示生成品質不佳。""}]"
208,TAROT-WANDS-07,tarot,tarot,tarot-0037,tarot-0037,/articles/tarot/tarot-0037,權杖七意思：正位、逆位、感情與工作怎麼看,權杖七,1459,2834c4e4a156fc32e87c89d7a650ab8672f8e7f379d93bc4ae5fd8f6c80cf04f,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,TEMPLATE_STRUCTURE,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「權杖七」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_042,文章結構僵化，濫用固定長詞組進行字串替換，導致語句破碎且不合邏輯，無法提供讀者有意義的塔羅牌解讀，必須重寫。,"[{""code"":""UNNATURAL_TONE"",""evidence"":""將長詞組加上引號直接當作名詞替換，如「若牌面讓你想起『關係裡的界線、立場和安全感拉扯』相關的關係」，語意極度不通順。""},{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""整篇文章大量重複「防守、壓力和堅持立場」這組字詞來敷衍不同段落的解釋，未針對正逆位或工作感情做具體的差異化探討。""}]"
209,ASTRO-EXPANSION-50D-0038,astro,astro,astrology-0038,astrology-0038,/articles/astrology/astrology-0038,月亮水瓶星座是什麼？情緒、安全感與互動節奏怎麼看,月亮水瓶星座,940,05ac7e6599229b6e1fa423bcfe146eef18e3a71548422f252486caa55bab9d03,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY,正在用 Pantheon 公開文章整理生活問題的一般讀者,搜尋「月亮水瓶星座」時，想快速找到和自己狀況相關的整理方式。,我現在卡住的是哪一層，讀完後下一步可以先確認什麼？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_042,文章因模板或生成問題導致關鍵字錯誤（月亮月亮水瓶）且句子結構損壞，完全喪失可讀性，需直接打掉重練。,"[{""code"":""TYPO_OR_GENERATION_ERROR"",""evidence"":""全文出現嚴重的生成錯誤，反覆出現「月亮月亮水瓶」這種不合理的詞彙。""},{""code"":""UNNATURAL_TONE"",""evidence"":""段落間存在標點缺失與語意斷裂，例如「...也要讓重要的人知道你正在整理閱讀月亮月亮水瓶時可以把它當成一個假設...」，閱讀體驗極差。""}]"
210,EXPANSION-50D-FORTUNE-0038,fortune,fortune,fortune-0038,fortune-0038,/articles/fortune/fortune-0038,藏干是什麼？地支裡的天干與層次怎麼理解,藏干是什麼,870,89245dc02c40c8a7936b42e251b7c6bcedc4bf7b2c8210b59139c690c1a1a46e,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY|TEMPLATE_STRUCTURE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「藏干是什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_042,這是一篇標準的「換皮」文章，直接套用泛用模板並填入專有名詞，內容空泛且無法回答搜尋「藏干是什麼」讀者的真實問題，需要重寫。,"[{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""文章骨架與 article-01 完全雷同，只是將變數替換為「藏干」與「表層地支、內藏天干與可見程度」，毫無專屬該主題的獨立論述。""},{""code"":""UNNATURAL_TONE"",""evidence"":""「看看表層地支、內藏天干與可見程度究竟是穩定存在，還是被某次壓力放大」這類句子明顯是將命理名詞硬塞入心理學模板，顯得格格不入。""}]"
211,MBTI-64-ENTJ-AC,personality,mbti,personality-0038,personality-0038,/articles/personality/personality-0038,ENTJ-AC 是什麼？決策力、責任與工作節奏怎麼看,ENTJ-AC 是什麼,1207,d24208602cb36763b1b80af195bdb439ecc9925ea6082edc19882ba83ec48caa,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「ENTJ-AC 是什麼」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_043,文章含有明顯的生成重複瑕疵，且高度依賴僵硬模板進行內容填空，無法有效回應讀者需求，需要重新改寫。,"[{""code"":""REPETITIVE_PHRASE"",""evidence"":""第一段中「ENTJ-AC 的分支焦點也要回到具體情境。」這句話連續重複出現兩次，明顯為生成過程中的錯誤拼接。""},{""code"":""TEMPLATE_SMELL"",""evidence"":""場景舉例採用生硬的填空格式，如「在『跨部門會議的責任分工』這個場景裡... 在『家人臨時請你處理一件急事』裡...」，過度依賴模板骨架，缺乏真人口吻。""}]"
212,TAROT-WANDS-08,tarot,tarot,tarot-0038,tarot-0038,/articles/tarot/tarot-0038,權杖八意思：正位、逆位、感情與工作怎麼看,權杖八,1453,63b6915c5729bc39e5f791015f88af6a261603d9dfe74c5a8efefed07668293d,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,TEMPLATE_STRUCTURE,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「權杖八」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_043,文章過度將長字串作為變數反覆插入句中，導致多處語句不通順且機器感極重，無法提供有價值的塔羅解讀。,"[{""code"":""KEYWORD_STUFFING"",""evidence"":""各段落生硬地重複特定詞組，例如連續出現「訊息、推進和節奏加快」、「太快、混亂或溝通延遲」、「訊息變多、互動升溫與進展速度」，閱讀體驗極度不自然。""},{""code"":""ROBOTIC_TONE"",""evidence"":""如「先找一個可以驗證的問題：最近哪個資訊、回應或實際安排，讓太快、混亂或溝通延遲開始卡住？」語意不順暢，屬於強行套用關鍵字的機器感句型。""}]"
213,ASTRO-EXPANSION-50D-0039,astro,astro,astrology-0039,astrology-0039,/articles/astrology/astrology-0039,月亮雙魚星座是什麼？情緒、安全感與互動節奏怎麼看,月亮雙魚星座,936,4e6f6033cea56cbb46995bd53aaa9e2f71d553e97fb5ad4ed2a212ec9f846388,BASELINE_ONLY_NOT_EVIDENCE,BLOCKED,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY,正在用 Pantheon 公開文章整理生活問題的一般讀者,搜尋「月亮雙魚星座」時，想快速找到和自己狀況相關的整理方式。,我現在卡住的是哪一層，讀完後下一步可以先確認什麼？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_043,存在嚴重的變數替換錯誤（月亮月亮雙魚）以及語意斷層破裂，文章品質極低，應直接阻擋。,"[{""code"":""KEYWORD_ERROR"",""evidence"":""全文大量出現「月亮月亮雙魚」這種明顯的關鍵字帶入錯誤，嚴重影響閱讀。""},{""code"":""BROKEN_SENTENCE"",""evidence"":""第三段出現「才不會一直吸收閱讀月亮月亮雙魚時可以把它當成一個假設」這樣結構破裂、缺乏標點且邏輯不通的句子。""}]"
214,EXPANSION-50D-FORTUNE-0039,fortune,fortune,fortune-0039,fortune-0039,/articles/fortune/fortune-0039,用神是什麼？八字中的平衡思路與使用限制,用神是什麼,883,64ee032d0796ba326a14515a359c392e3f51319cf321eb8baa1938b29d212e01,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY|TEMPLATE_STRUCTURE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「用神是什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_043,過度使用抽象的集合名詞和過長的固定情境句進行模板填空，缺乏針對「用神」的具體且自然的生活化解釋。,"[{""code"":""ABSTRACTION_OVERLOAD"",""evidence"":""「整體條件、失衡處、補足方向與限制」這組長詞彙在文章中反覆出現，取代了正常的敘述，讓內容變得過度抽象且空泛。""},{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""情境舉例極度生硬，如「在『工作過量時先補流程與人力而非只追求意志力』的場景裡」，直接把長句當作名詞套入模板中，不符人類寫作習慣。""}]"
